Product ID,Season,Discount,Predicted_Demand,Price,Estimated_Revenue
P0001,Fall,0,0.23855075,0.04847723704866562,0.011564280837774277
P0001,Spring,10,0.22797124,0.04775510204081632,0.009798111207783223
P0001,Summer,0,0.28436878,0.05642072213500785,0.016044292598962784
P0001,Winter,0,0.23481008,0.049010989010989006,0.011508273892104626
P0002,Fall,0,0.20860787,0.1840188383045526,0.03838777542114258
P0002,Spring,5,0.25266483,0.17127158555729988,0.0411105940118432
P0002,Summer,0,0.2666905,0.18734693877551023,0.04996364563703537
P0002,Winter,0,0.22732738,0.18100470957613818,0.041147325187921524
P0003,Fall,25,0.31757525,0.46627943485086343,0.11105911061167717
P0003,Spring,10,0.261299,0.45952904238618525,0.10806703940033913
P0003,Summer,5,0.2844153,0.5033908948194663,0.13601348102092742
P0003,Winter,10,0.25285,0.46263736263736266,0.10528007000684739
P0004,Fall,0,0.2904311,0.15020408163265309,0.04362393543124199
P0004,Spring,0,0.28686434,0.1544427001569859,0.044304102659225464
P0004,Summer,0,0.3018064,0.17274725274725278,0.05213622376322746
P0004,Winter,0,0.28644896,0.15029827315541605,0.043052781373262405
P0005,Fall,0,0.24635056,0.17149136577708007,0.042246993631124496
P0005,Spring,0,0.2680669,0.15516483516483517,0.04159455746412277
P0005,Summer,0,0.23247428,0.1862166405023548,0.043290577828884125
P0005,Winter,0,0.2467621,0.16797488226059654,0.041449837386608124
P0006,Fall,0,0.22742063,0.2534065934065934,0.05762988328933716
P0006,Spring,0,0.21201757,0.25240188383045525,0.05351363494992256
P0006,Summer,0,0.24698985,0.26945054945054947,0.06655155122280121
P0006,Winter,0,0.20712388,0.26084772370486653,0.05402778834104538
P0007,Fall,10,0.28907856,0.1382731554160126,0.03597462214529514
P0007,Spring,10,0.269934,0.1315227629513344,0.03195221722126007
P0007,Summer,0,0.28172648,0.14448979591836736,0.04070660099387169
P0007,Winter,10,0.27326566,0.13161695447409735,0.03236975334584713
P0008,Fall,0,0.2321791,0.20919937205651493,0.04857172071933746
P0008,Spring,0,0.21813014,0.21394034536891682,0.046666838228702545
P0008,Summer,0,0.25900996,0.23984301412872844,0.06212172657251358
P0008,Winter,0,0.23133782,0.1937205651491366,0.04481489211320877
P0009,Fall,5,0.253643,0.3690737833594977,0.08893233463168145
P0009,Spring,5,0.24312782,0.3618210361067504,0.08357032127678395
P0009,Summer,25,0.3864191,0.4062480376766091,0.11773649230599403
P0009,Winter,5,0.24312782,0.3678806907378336,0.08496993519365788
P0010,Fall,0,0.24074648,0.2616640502354788,0.06299470365047455
P0010,Spring,0,0.22879325,0.2613500784929356,0.05979513004422188
P0010,Summer,0,0.25969324,0.28323390894819467,0.07355392724275589
P0010,Winter,0,0.23799323,0.2625431711145997,0.062483496963977814
P0011,Fall,25,0.32472447,0.5528728414442701,0.13464850187301636
P0011,Spring,25,0.32916218,0.5406279434850865,0.1334657035768032
P0011,Summer,25,0.38648984,0.602857142857143,0.17474863305687904
P0011,Winter,25,0.34717464,0.5630455259026689,0.14660633727908134
P0012,Fall,20,0.30036935,0.4867817896389325,0.11697145700454713
P0012,Spring,20,0.27440643,0.4637990580847724,0.1018155574798584
P0012,Summer,25,0.36393815,0.523453689167975,0.14287858083844185
P0012,Winter,25,0.28741118,0.47010989010989007,0.10133612528443336
P0013,Fall,0,0.20648856,0.21692307692307694,0.04479213431477547
P0013,Spring,0,0.1931241,0.22122448979591838,0.04272377863526344
P0013,Summer,5,0.24180584,0.21764521193092623,0.04999648965895176
P0013,Winter,10,0.2178912,0.20703296703296703,0.04059959538280964
P0014,Fall,5,0.26891878,0.4726216640502355,0.12074199020862579
P0014,Spring,5,0.27077445,0.4792464678178964,0.12327931597828864
P0014,Summer,5,0.33429888,0.5157613814756672,0.16379752308130263
P0014,Winter,5,0.2725766,0.4757613814756672,0.12319735214114189
P0015,Fall,0,0.32183304,0.3753218210361068,0.12079096585512161
P0015,Spring,0,0.31193098,0.37240188383045525,0.11616368591785431
P0015,Summer,0,0.3613067,0.4183673469387755,0.15115892887115479
P0015,Winter,0,0.31686476,0.37984301412872845,0.12035886943340302
P0016,Fall,5,0.241162,0.209105180533752,0.04790681172162294
P0016,Spring,10,0.23266216,0.20536891679748825,0.043003417924046515
P0016,Summer,20,0.34299254,0.23086342229199378,0.06334754824638367
P0016,Winter,10,0.24359675,0.2074097331240189,0.045471905171871184
P0018,Fall,5,0.25062758,0.34703296703296704,0.08262722752988338
P0018,Spring,10,0.2162287,0.3333124018838305,0.06486453115940094
P0018,Summer,5,0.30399564,0.39010989010989017,0.11266212537884712
P0018,Winter,5,0.24285017,0.33802197802197803,0.07798425927758217
P0019,Fall,5,0.21123576,0.30847723704866564,0.0619033508002758
P0019,Spring,5,0.20404491,0.30207221350078495,0.05855448395013809
P0019,Summer,5,0.25534704,0.33378335949764526,0.08096906654536724
P0019,Winter,5,0.24381179,0.3172056514913658,0.07347154840826987
